Year|Prov|Grade|Group|Tot|Grads|Perc
05/06| Prov |08|SN|3384|3070|91
05/06| Prov |08|XAB|46420|44584|96
05/06| Prov |09|ALL|52581|49368|94
05/06| Prov |09|FEM|25471|24051|94
05/06| Prov |09|MAL|27110|25317|93
05/06| Prov |09|AB|5577|4729|85
05/06| Prov |09|ELL|2457|2205|90
05/06| Prov |09|FRI|2389|2347|98
05/06| Prov |09|SN|3600|3084|86
05/06| Prov |09|XAB|47004|44639|95
05/06| Prov |10|ALL|55127|49342|90
05/06| Prov |10|FEM|27057|24283|90
05/06| Prov |10|MAL|28070|25059|89
05/06| Prov |10|AB|5094|3860|76
05/06| Prov |10|ELL|2555|2137|84
05/06| Prov |10|FRI|1907|1868|98
05/06| Prov |10|SN|3825|2848|74
05/06| Prov |10|XAB|50033|45482|91
05/06| Prov |11|ALL|54893|45548|83
05/06| Prov |11|FEM|27095|22601|83
05/06| Prov |11|MAL|27798|22947|83
05/06| Prov |11|AB|4415|2842|64
05/06| Prov |11|ELL|2237|1562|70
05/06| Prov |11|FRI|1629|1590|98
05/06| Prov |11|SN|3474|2361|68
05/06| Prov |11|XAB|50478|42706|85
06/07| Prov |01|ALL|41010|39583|97
06/07| Prov |01|FEM|20021|19344|97
06/07| Prov |01|MAL|20989|20239|96
06/07| Prov |01|AB|4981|4772|96
06/07| Prov |01|ELL|8333|7936|95
06/07| Prov |01|FRI|4073|3982|98
06/07| Prov |01|SN|543|517|95
06/07| Prov |01|XAB|36029|34811|97
06/07| Prov |02|ALL|42096|40844|97
06/07| Prov |02|FEM|20483|19915|97
06/07| Prov |02|MAL|21613|20929|97
06/07| Prov |02|AB|5028|4856|97
06/07| Prov |02|ELL|7953|7652|96
06/07| Prov |02|FRI|3817|3726|98
06/07| Prov |02|SN|982|943|96
06/07| Prov |02|XAB|37068|35988|97
06/07| Prov |03|ALL|43444|42225|97
06/07| Prov |03|FEM|21376|20781|97
06/07| Prov |03|MAL|22068|21444|97
06/07| Prov |03|AB|5307|5137|97
06/07| Prov |03|ELL|8088|7771|96
06/07| Prov |03|FRI|3441|3369|98
06/07| Prov |03|SN|1495|1446|97
06/07| Prov |03|XAB|38137|37088|97
06/07| Prov |04|ALL|45028|43731|97
06/07| Prov |04|FEM|21852|21218|97
06/07| Prov |04|MAL|23176|22513|97
06/07| Prov |04|AB|5401|5248|97
06/07| Prov |04|ELL|7870|7564|96
06/07| Prov |04|FRI|2916|2867|98
06/07| Prov |04|SN|1942|1870|96
06/07| Prov |04|XAB|39627|38483|97
06/07| Prov |05|ALL|47448|45881|97
06/07| Prov |05|FEM|23040|22317|97
06/07| Prov |05|MAL|24408|23564|97
06/07| Prov |05|AB|5596|5415|97
06/07| Prov |05|ELL|4485|4234|94
06/07| Prov |05|FRI|2799|2744|98
06/07| Prov |05|SN|2587|2500|97
06/07| Prov |05|XAB|41852|40466|97
06/07| Prov |06|ALL|48803|47168|97
06/07| Prov |06|FEM|23694|22947|97
06/07| Prov |06|MAL|25109|24221|96
06/07| Prov |06|AB|5670|5492|97
06/07| Prov |06|ELL|3633|3360|92
06/07| Prov |06|FRI|4004|3931|98
06/07| Prov |06|SN|2869|2778|97
06/07| Prov |06|XAB|43133|41676|97
06/07| Prov |07|ALL|50129|48621|97
06/07| Prov |07|FEM|24193|23535|97
06/07| Prov |07|MAL|25936|25086|97
06/07| Prov |07|AB|5631|5438|97
06/07| Prov |07|ELL|3249|3060|94
06/07| Prov |07|FRI|3693|3647|99
06/07| Prov |07|SN|3071|2969|97
06/07| Prov |07|XAB|44498|43183|97
06/07| Prov |08|ALL|51186|48620|95
06/07| Prov |08|FEM|24851|23662|95
06/07| Prov |08|MAL|26335|24958|95
06/07| Prov |08|AB|5703|5073|89
06/07| Prov |08|ELL|2544|2334|92
06/07| Prov |08|FRI|3050|3001|98
06/07| Prov |08|SN|3252|2986|92
06/07| Prov |08|XAB|45483|43547|96
06/07| Prov |09|ALL|52545|49742|95
06/07| Prov |09|FEM|25578|24306|95
06/07| Prov |09|MAL|26967|25436|94
06/07| Prov |09|AB|5546|4783|86
06/07| Prov |09|ELL|2525|2320|92
06/07| Prov |09|FRI|2483|2437|98
06/07| Prov |09|SN|3496|3018|86
06/07| Prov |09|XAB|46999|44959|96
06/07| Prov |10|ALL|54117|48861|90
06/07| Prov |10|FEM|26388|23888|91
06/07| Prov |10|MAL|27729|24973|90
06/07| Prov |10|AB|5501|4181|76
06/07| Prov |10|ELL|2527|2158|85
06/07| Prov |10|FRI|2120|2090|99
06/07| Prov |10|SN|3723|2794|75
06/07| Prov |10|XAB|48616|44680|92
06/07| Prov |11|ALL|55820|46778|84
06/07| Prov |11|FEM|27625|23305|84
06/07| Prov |11|MAL|28195|23473|83
06/07| Prov |11|AB|4665|3145|67
06/07| Prov |11|ELL|2423|1680|69
06/07| Prov |11|FRI|1675|1632|97
06/07| Prov |11|SN|3276|2226|68
06/07| Prov |11|XAB|51155|43633|85
07/08| Prov |01|ALL|41169|39762|97
07/08| Prov |01|FEM|20066|19413|97
07/08| Prov |01|MAL|21103|20349|96
07/08| Prov |01|AB|4871|4635|95
07/08| Prov |01|ELL|8161|7821|96
07/08| Prov |01|FRI|4220|4100|97
07/08| Prov |01|SN|462|433|94
07/08| Prov |01|XAB|36298|35127|97
07/08| Prov |02|ALL|41523|40336|97
07/08| Prov |02|FEM|20245|19655|97
07/08| Prov |02|MAL|21278|20681|97
07/08| Prov |02|AB|5028|4880|97
07/08| Prov |02|ELL|8336|8064|97
07/08| Prov |02|FRI|3813|3757|99
07/08| Prov |02|SN|857|829|97
07/08| Prov |02|XAB|36495|35456|97
07/08| Prov |03|ALL|42738|41553|97
07/08| Prov |03|FEM|20864|20289|97
07/08| Prov |03|MAL|21874|21264|97
07/08| Prov |03|AB|5105|4950|97
07/08| Prov |03|ELL|7815|7517|96
07/08| Prov |03|FRI|3595|3527|98
07/08| Prov |03|SN|1336|1282|96
07/08| Prov |03|XAB|37633|36603|97
07/08| Prov |04|ALL|44251|42964|97
07/08| Prov |04|FEM|21767|21163|97
07/08| Prov |04|MAL|22484|21801|97
07/08| Prov |04|AB|5369|5205|97
07/08| Prov |04|ELL|7879|7607|97
07/08| Prov |04|FRI|3277|3222|98
07/08| Prov |04|SN|1989|1923|97
07/08| Prov |04|XAB|38882|37759|97
07/08| Prov |05|ALL|45954|44564|97
07/08| Prov |05|FEM|22275|21599|97
07/08| Prov |05|MAL|23679|22965|97
07/08| Prov |05|AB|5484|5320|97
07/08| Prov |05|ELL|4445|4184|94
07/08| Prov |05|FRI|2911|2865|98
07/08| Prov |05|SN|2440|2367|97
07/08| Prov |05|XAB|40470|39244|97
07/08| Prov |06|ALL|48134|46536|97
07/08| Prov |06|FEM|23384|22687|97
07/08| Prov |06|MAL|24750|23849|96
07/08| Prov |06|AB|5601|5464|98
07/08| Prov |06|ELL|3405|3177|93
07/08| Prov |06|FRI|4317|4243|98
07/08| Prov |06|SN|2920|2834|97
07/08| Prov |06|XAB|42533|41072|97
07/08| Prov |07|ALL|49294|47764|97
07/08| Prov |07|FEM|23922|23190|97
07/08| Prov |07|MAL|25372|24574|97
07/08| Prov |07|AB|5672|5474|97
07/08| Prov |07|ELL|3121|2910|93
07/08| Prov |07|FRI|3860|3812|99
07/08| Prov |07|SN|3105|3016|97
07/08| Prov |07|XAB|43622|42290|97
07/08| Prov |08|ALL|51068|49036|96
07/08| Prov |08|FEM|24683|23737|96
07/08| Prov |08|MAL|26385|25299|96
07/08| Prov |08|AB|5699|5220|92
07/08| Prov |08|ELL|2532|2339|92
07/08| Prov |08|FRI|3078|3047|99
07/08| Prov |08|SN|3310|3048|92
07/08| Prov |08|XAB|45369|43816|97
07/08| Prov |09|ALL|51472|48855|95
07/08| Prov |09|FEM|24953|23699|95
07/08| Prov |09|MAL|26519|25156|95
07/08| Prov |09|AB|5487|4809|88
07/08| Prov |09|ELL|2400|2177|91
07/08| Prov |09|FRI|2642|2604|99
07/08| Prov |09|SN|3431|3034|88
07/08| Prov |09|XAB|45985|44046|96
07/08| Prov |10|ALL|54844|49605|90
07/08| Prov |10|FEM|26855|24265|90
07/08| Prov |10|MAL|27989|25340|91
07/08| Prov |10|AB|5468|4258|78
07/08| Prov |10|ELL|2525|2188|87
07/08| Prov |10|FRI|2127|2097|99
07/08| Prov |10|SN|3615|2877|80
07/08| Prov |10|XAB|49376|45347|92
07/08| Prov |11|ALL|55902|47134|84
07/08| Prov |11|FEM|27458|23192|84
07/08| Prov |11|MAL|28444|23942|84
07/08| Prov |11|AB|5081|3442|68
07/08| Prov |11|ELL|2281|1628|71
07/08| Prov |11|FRI|1881|1844|98
07/08| Prov |11|SN|3323|2360|71
07/08| Prov |11|XAB|50821|43692|86
08/09| Prov |01|ALL|41059|39847|97
08/09| Prov |01|FEM|19895|19336|97
08/09| Prov |01|MAL|21164|20511|97
08/09| Prov |01|AB|4838|4630|96
08/09| Prov |01|ELL|8390|8055|96
08/09| Prov |01|FRI|4172|4094|98
08/09| Prov |01|SN|441|423|96
08/09| Prov |01|XAB|36221|35217|97
08/09| Prov |02|ALL|41602|40480|97
08/09| Prov |02|FEM|20281|19722|97
08/09| Prov |02|MAL|21321|20758|97
08/09| Prov |02|AB|4886|4704|96
08/09| Prov |02|ELL|8222|7937|97
08/09| Prov |02|FRI|3914|3852|98
08/09| Prov |02|SN|827|799|97
08/09| Prov |02|XAB|36716|35776|97
08/09| Prov |03|ALL|42240|41084|97
08/09| Prov |03|FEM|20557|20009|97
08/09| Prov |03|MAL|21683|21075|97
08/09| Prov |03|AB|5091|4933|97
08/09| Prov |03|ELL|8452|8123|96
08/09| Prov |03|FRI|3657|3601|98
08/09| Prov |03|SN|1339|1283|96
08/09| Prov |03|XAB|37149|36151|97
08/09| Prov |04|ALL|43442|42303|97
08/09| Prov |04|FEM|21204|20647|97
08/09| Prov |04|MAL|22238|21656|97
08/09| Prov |04|AB|5147|4995|97
08/09| Prov |04|ELL|7793|7488|96
08/09| Prov |04|FRI|3411|3370|99
08/09| Prov |04|SN|1844|1791|97
08/09| Prov |04|XAB|38295|37308|97
08/09| Prov |05|ALL|44972|43684|97
08/09| Prov |05|FEM|22070|21516|97
08/09| Prov |05|MAL|22902|22168|97
08/09| Prov |05|AB|5381|5237|97
08/09| Prov |05|ELL|4537|4286|94
08/09| Prov |05|FRI|3210|3173|99
08/09| Prov |05|SN|2610|2540|97
08/09| Prov |05|XAB|39591|38447|97
08/09| Prov |06|ALL|46882|45320|97
08/09| Prov |06|FEM|22684|22000|97
08/09| Prov |06|MAL|24198|23320|96
08/09| Prov |06|AB|5485|5318|97
08/09| Prov |06|ELL|3659|3399|93
08/09| Prov |06|FRI|4260|4201|99
08/09| Prov |06|SN|2864|2798|98
08/09| Prov |06|XAB|41397|40002|97
08/09| Prov |07|ALL|48474|47208|97
08/09| Prov |07|FEM|23637|23014|97
08/09| Prov |07|MAL|24837|24194|97
08/09| Prov |07|AB|5627|5428|96
08/09| Prov |07|ELL|3196|3008|94
08/09| Prov |07|FRI|3959|3914|99
08/09| Prov |07|SN|3141|3055|97
08/09| Prov |07|XAB|42847|41780|98
08/09| Prov |08|ALL|50114|48366|97
08/09| Prov |08|FEM|24259|23459|97
08/09| Prov |08|MAL|25855|24907|96
08/09| Prov |08|AB|5733|5353|93
08/09| Prov |08|ELL|2538|2366|93
08/09| Prov |08|FRI|3244|3213|99
08/09| Prov |08|SN|3493|3282|94
08/09| Prov |08|XAB|44381|43013|97
08/09| Prov |09|ALL|51720|49384|95
08/09| Prov |09|FEM|24982|23869|96
08/09| Prov |09|MAL|26738|25515|95
08/09| Prov |09|AB|5550|4966|89
08/09| Prov |09|ELL|2377|2178|92
08/09| Prov |09|FRI|2810|2771|99
08/09| Prov |09|SN|3482|3109|89
08/09| Prov |09|XAB|46170|44418|96
08/09| Prov |10|ALL|53645|49217|92
08/09| Prov |10|FEM|26034|23882|92
08/09| Prov |10|MAL|27611|25335|92
08/09| Prov |10|AB|5509|4486|81
08/09| Prov |10|ELL|2475|2185|88
08/09| Prov |10|FRI|2400|2367|99
08/09| Prov |10|SN|3850|3131|81
08/09| Prov |10|XAB|48136|44731|93
08/09| Prov |11|ALL|56597|48116|85
08/09| Prov |11|FEM|27771|23564|85
08/09| Prov |11|MAL|28826|24552|85
08/09| Prov |11|AB|5219|3678|70
08/09| Prov |11|ELL|2413|1765|73
08/09| Prov |11|FRI|1957|1915|98
08/09| Prov |11|SN|3505|2609|74
08/09| Prov |11|XAB|51378|44438|86
09/10| Prov |01|ALL|41796|40493|97
09/10| Prov |01|FEM|20442|19804|97
09/10| Prov |01|MAL|21354|20689|97
09/10| Prov |01|AB|4846|4668|96
09/10| Prov |01|ELL|8425|8065|96
09/10| Prov |01|FRI|4297|4215|98
09/10| Prov |01|SN|446|427|96
09/10| Prov |01|XAB|36950|35825|97
09/10| Prov |02|ALL|41697|40544|97
09/10| Prov |02|FEM|20196|19641|97
09/10| Prov |02|MAL|21501|20903|97
09/10| Prov |02|AB|4879|4707|96
09/10| Prov |02|ELL|8377|8046|96
09/10| Prov |02|FRI|3965|3893|98
09/10| Prov |02|SN|817|793|97
09/10| Prov |02|XAB|36818|35837|97
09/10| Prov |03|ALL|42241|41075|97
09/10| Prov |03|FEM|20561|19989|97
09/10| Prov |03|MAL|21680|21086|97
09/10| Prov |03|AB|4896|4735|97
09/10| Prov |03|ELL|8103|7821|97
09/10| Prov |03|FRI|3791|3740|99
09/10| Prov |03|SN|1254|1213|97
09/10| Prov |03|XAB|37345|36340|97
09/10| Prov |04|ALL|42888|41696|97
09/10| Prov |04|FEM|20875|20317|97
09/10| Prov |04|MAL|22013|21379|97
09/10| Prov |04|AB|5091|4953|97
09/10| Prov |04|ELL|8302|8018|97
09/10| Prov |04|FRI|3519|3479|99
09/10| Prov |04|SN|1826|1760|96
09/10| Prov |04|XAB|37797|36743|97
09/10| Prov |05|ALL|44215|42947|97
09/10| Prov |05|FEM|21569|20979|97
09/10| Prov |05|MAL|22646|21968|97
09/10| Prov |05|AB|5172|5028|97
09/10| Prov |05|ELL|4587|4323|94
09/10| Prov |05|FRI|3330|3288|99
09/10| Prov |05|SN|2439|2368|97
09/10| Prov |05|XAB|39043|37919|97
09/10| Prov |06|ALL|45637|44253|97
09/10| Prov |06|FEM|22480|21835|97
09/10| Prov |06|MAL|23157|22418|97
09/10| Prov |06|AB|5383|5239|97
09/10| Prov |06|ELL|3647|3399|93
09/10| Prov |06|FRI|4491|4447|99
09/10| Prov |06|SN|2999|2918|97
09/10| Prov |06|XAB|40254|39014|97
09/10| Prov |07|ALL|47152|46003|98
09/10| Prov |07|FEM|22872|22349|98
09/10| Prov |07|MAL|24280|23654|97
09/10| Prov |07|AB|5466|5328|97
09/10| Prov |07|ELL|3239|3035|94
09/10| Prov |07|FRI|4077|4038|99
09/10| Prov |07|SN|3129|3057|98
09/10| Prov |07|XAB|41686|40675|98
09/10| Prov |08|ALL|49216|47697|97
09/10| Prov |08|FEM|23937|23224|97
09/10| Prov |08|MAL|25279|24473|97
09/10| Prov |08|AB|5653|5327|94
09/10| Prov |08|ELL|2606|2419|93
09/10| Prov |08|FRI|3359|3316|99
09/10| Prov |08|SN|3449|3284|95
09/10| Prov |08|XAB|43563|42370|97
09/10| Prov |09|ALL|50778|48764|96
09/10| Prov |09|FEM|24566|23633|96
09/10| Prov |09|MAL|26212|25131|96
09/10| Prov |09|AB|5647|5119|91
09/10| Prov |09|ELL|2354|2186|93
09/10| Prov |09|FRI|2914|2874|99
09/10| Prov |09|SN|3574|3270|91
09/10| Prov |09|XAB|45131|43645|97
09/10| Prov |10|ALL|54980|49983|91
09/10| Prov |10|FEM|26867|24247|90
09/10| Prov |10|MAL|28113|25736|92
09/10| Prov |10|AB|5599|4679|84
09/10| Prov |10|ELL|2441|2210|91
09/10| Prov |10|FRI|2435|2399|99
09/10| Prov |10|SN|3772|3167|84
09/10| Prov |10|XAB|49381|45304|92
09/10| Prov |11|ALL|56135|48207|86
09/10| Prov |11|FEM|27418|23617|86
09/10| Prov |11|MAL|28717|24590|86
09/10| Prov |11|AB|5459|3961|73
09/10| Prov |11|ELL|2406|1752|73
09/10| Prov |11|FRI|2213|2167|98
09/10| Prov |11|SN|3767|2860|76
09/10| Prov |11|XAB|50676|44246|87
10/11| Prov |01|ALL|41989|40824|97
10/11| Prov |01|FEM|20432|19910|97
10/11| Prov |01|MAL|21557|20914|97
10/11| Prov |01|AB|4738|4570|96
10/11| Prov |01|ELL|8627|8306|96
10/11| Prov |01|FRI|4332|4248|98
10/11| Prov |01|SN|440|417|95
10/11| Prov |01|XAB|37251|36254|97
10/11| Prov |02|ALL|42174|41114|97
10/11| Prov |02|FEM|20590|20095|98
10/11| Prov |02|MAL|21584|21019|97
10/11| Prov |02|AB|4879|4728|97
10/11| Prov |02|ELL|8450|8178|97
10/11| Prov |02|FRI|4010|3956|99
10/11| Prov |02|SN|785|762|97
10/11| Prov |02|XAB|37295|36386|98
10/11| Prov |03|ALL|42197|41118|97
10/11| Prov |03|FEM|20432|19921|97
10/11| Prov |03|MAL|21765|21197|97
10/11| Prov |03|AB|4920|4772|97
10/11| Prov |03|ELL|8271|8002|97
10/11| Prov |03|FRI|3758|3700|98
10/11| Prov |03|SN|1180|1142|97
10/11| Prov |03|XAB|37277|36346|98
10/11| Prov |04|ALL|42745|41704|98
10/11| Prov |04|FEM|20790|20304|98
10/11| Prov |04|MAL|21955|21400|97
10/11| Prov |04|AB|4895|4761|97
10/11| Prov |04|ELL|8016|7767|97
10/11| Prov |04|FRI|3605|3555|99
10/11| Prov |04|SN|1778|1729|97
10/11| Prov |04|XAB|37850|36943|98
10/11| Prov |05|ALL|43512|42341|97
10/11| Prov |05|FEM|21145|20616|97
10/11| Prov |05|MAL|22367|21725|97
10/11| Prov |05|AB|5101|4968|97
10/11| Prov |05|ELL|4645|4393|95
10/11| Prov |05|FRI|3437|3390|99
10/11| Prov |05|SN|2347|2288|97
10/11| Prov |05|XAB|38411|37373|97
10/11| Prov |06|ALL|44646|43422|97
10/11| Prov |06|FEM|21813|21235|97
10/11| Prov |06|MAL|22833|22187|97
10/11| Prov |06|AB|5164|5037|98
10/11| Prov |06|ELL|3440|3248|94
10/11| Prov |06|FRI|4481|4434|99
10/11| Prov |06|SN|2780|2709|97
10/11| Prov |06|XAB|39482|38385|97
10/11| Prov |07|ALL|46001|44810|97
10/11| Prov |07|FEM|22650|22076|97
10/11| Prov |07|MAL|23351|22734|97
10/11| Prov |07|AB|5380|5193|97
10/11| Prov |07|ELL|3276|3095|94
10/11| Prov |07|FRI|4245|4199|99
10/11| Prov |07|SN|3222|3138|97
10/11| Prov |07|XAB|40621|39617|98
10/11| Prov |08|ALL|48001|46546|97
10/11| Prov |08|FEM|23255|22591|97
10/11| Prov |08|MAL|24746|23955|97
10/11| Prov |08|AB|5545|5247|95
10/11| Prov |08|ELL|2555|2387|93
10/11| Prov |08|FRI|3472|3430|99
10/11| Prov |08|SN|3464|3326|96
10/11| Prov |08|XAB|42456|41299|97
10/11| Prov |09|ALL|49960|47963|96
10/11| Prov |09|FEM|24317|23362|96
10/11| Prov |09|MAL|25643|24601|96
10/11| Prov |09|AB|5619|5121|91
10/11| Prov |09|ELL|2260|2088|92
10/11| Prov |09|FRI|3016|2982|99
10/11| Prov |09|SN|3624|3309|91
10/11| Prov |09|XAB|44341|42842|97
10/11| Prov |10|ALL|54883|49331|90
10/11| Prov |10|FEM|26997|23990|89
10/11| Prov |10|MAL|27886|25341|91
10/11| Prov |10|AB|5670|4701|83
10/11| Prov |10|ELL|2380|2146|90
10/11| Prov |10|FRI|2611|2571|98
10/11| Prov |10|SN|3894|3295|85
10/11| Prov |10|XAB|49213|44630|91
10/11| Prov |11|ALL|56891|48939|86
10/11| Prov |11|FEM|27707|23811|86
10/11| Prov |11|MAL|29184|25128|86
10/11| Prov |11|AB|5551|4040|73
10/11| Prov |11|ELL|2440|1789|73
10/11| Prov |11|FRI|2217|2202|99
10/11| Prov |11|SN|3851|2933|76
10/11| Prov |11|XAB|51340|44899|87
11/12| Prov |01|ALL|42322|40964|97
11/12| Prov |01|FEM|20739|20112|97
11/12| Prov |01|MAL|21583|20852|97
11/12| Prov |01|AB|4822|4611|96
11/12| Prov |01|ELL|8716|8377|96
11/12| Prov |01|FRI|4340|4242|98
11/12| Prov |01|SN|491|466|95
11/12| Prov |01|XAB|37500|36353|97
11/12| Prov |02|ALL|42477|41193|97
11/12| Prov |02|FEM|20666|20035|97
11/12| Prov |02|MAL|21811|21158|97
11/12| Prov |02|AB|4949|4746|96
11/12| Prov |02|ELL|8768|8418|96
11/12| Prov |02|FRI|4107|4014|98
11/12| Prov |02|SN|762|723|95
11/12| Prov |02|XAB|37528|36447|97
11/12| Prov |03|ALL|42635|41464|97
11/12| Prov |03|FEM|20818|20250|97
11/12| Prov |03|MAL|21817|21214|97
11/12| Prov |03|AB|5046|4889|97
11/12| Prov |03|ELL|8345|8080|97
11/12| Prov |03|FRI|3847|3780|98
11/12| Prov |03|SN|1131|1089|96
11/12| Prov |03|XAB|37589|36575|97
11/12| Prov |04|ALL|42657|41527|97
11/12| Prov |04|FEM|20652|20115|97
11/12| Prov |04|MAL|22005|21412|97
11/12| Prov |04|AB|5106|4942|97
11/12| Prov |04|ELL|8245|7979|97
11/12| Prov |04|FRI|3609|3556|99
11/12| Prov |04|SN|1716|1672|97
11/12| Prov |04|XAB|37551|36585|97
11/12| Prov |05|ALL|43395|42182|97
11/12| Prov |05|FEM|21079|20512|97
11/12| Prov |05|MAL|22316|21670|97
11/12| Prov |05|AB|5060|4902|97
11/12| Prov |05|ELL|4482|4241|95
11/12| Prov |05|FRI|3565|3513|99
11/12| Prov |05|SN|2303|2233|97
11/12| Prov |05|XAB|38335|37280|97
11/12| Prov |06|ALL|44103|42787|97
11/12| Prov |06|FEM|21408|20796|97
11/12| Prov |06|MAL|22695|21991|97
11/12| Prov |06|AB|5218|5050|97
11/12| Prov |06|ELL|3680|3443|94
11/12| Prov |06|FRI|4719|4648|98
11/12| Prov |06|SN|2747|2676|97
11/12| Prov |06|XAB|38885|37737|97
11/12| Prov |07|ALL|45093|43904|97
11/12| Prov |07|FEM|22041|21462|97
11/12| Prov |07|MAL|23052|22442|97
11/12| Prov |07|AB|5272|5107|97
11/12| Prov |07|ELL|3091|2889|93
11/12| Prov |07|FRI|4350|4297|99
11/12| Prov |07|SN|2991|2915|97
11/12| Prov |07|XAB|39821|38797|97
11/12| Prov |08|ALL|46783|45345|97
11/12| Prov |08|FEM|22976|22303|97
11/12| Prov |08|MAL|23807|23042|97
11/12| Prov |08|AB|5523|5232|95
11/12| Prov |08|ELL|2461|2298|93
11/12| Prov |08|FRI|3501|3464|99
11/12| Prov |08|SN|3474|3346|96
11/12| Prov |08|XAB|41260|40113|97
11/12| Prov |09|ALL|48803|46815|96
11/12| Prov |09|FEM|23598|22702|96
11/12| Prov |09|MAL|25205|24113|96
11/12| Prov |09|AB|5572|5067|91
11/12| Prov |09|ELL|2327|2148|92
11/12| Prov |09|FRI|3082|3054|99
11/12| Prov |09|SN|3729|3448|92
11/12| Prov |09|XAB|43231|41748|97
11/12| Prov |10|ALL|53434|48664|91
11/12| Prov |10|FEM|26333|23830|90
11/12| Prov |10|MAL|27101|24834|92
11/12| Prov |10|AB|5635|4820|86
11/12| Prov |10|ELL|2436|2169|89
11/12| Prov |10|FRI|2659|2627|99
11/12| Prov |10|SN|3845|3312|86
11/12| Prov |10|XAB|47799|43844|92
11/12| Prov |11|ALL|55460|48411|87
11/12| Prov |11|FEM|27024|23610|87
11/12| Prov |11|MAL|28436|24801|87
11/12| Prov |11|AB|5501|4130|75
11/12| Prov |11|ELL|2306|1735|75
11/12| Prov |11|FRI|2385|2354|99
11/12| Prov |11|SN|3830|3004|78
11/12| Prov |11|XAB|49959|44281|89
12/13| Prov |01|ALL|42960|41753|97
12/13| Prov |01|FEM|20962|20362|97
12/13| Prov |01|MAL|21998|21391|97
12/13| Prov |01|AB|4785|4622|97
12/13| Prov |01|ELL|8684|8362|96
12/13| Prov |01|FRI|4680|4567|98
12/13| Prov |01|SN|502|482|96
12/13| Prov |01|XAB|38175|37131|97
12/13| Prov |02|ALL|42447|41370|97
12/13| Prov |02|FEM|20782|20289|98
12/13| Prov |02|MAL|21665|21081|97
12/13| Prov |02|AB|4800|4669|97
12/13| Prov |02|ELL|8704|8379|96
12/13| Prov |02|FRI|4072|4009|98
12/13| Prov |02|SN|761|739|97
12/13| Prov |02|XAB|37647|36701|97
12/13| Prov |03|ALL|42571|41537|98
12/13| Prov |03|FEM|20711|20223|98
12/13| Prov |03|MAL|21860|21314|98
12/13| Prov |03|AB|4895|4747|97
12/13| Prov |03|ELL|8646|8375|97
12/13| Prov |03|FRI|3844|3790|99
12/13| Prov |03|SN|1138|1098|96
12/13| Prov |03|XAB|37676|36790|98
12/13| Prov |04|ALL|42919|41873|98
12/13| Prov |04|FEM|20961|20454|98
12/13| Prov |04|MAL|21958|21419|98
12/13| Prov |04|AB|5070|4928|97
12/13| Prov |04|ELL|8146|7897|97
12/13| Prov |04|FRI|3704|3651|99
12/13| Prov |04|SN|1680|1638|98
12/13| Prov |04|XAB|37849|36945|98
12/13| Prov |05|ALL|42982|41848|97
12/13| Prov |05|FEM|20790|20255|97
12/13| Prov |05|MAL|22192|21593|97
12/13| Prov |05|AB|5084|4919|97
12/13| Prov |05|ELL|4594|4381|95
12/13| Prov |05|FRI|3569|3522|99
12/13| Prov |05|SN|2287|2232|98
12/13| Prov |05|XAB|37898|36929|97
12/13| Prov |06|ALL|43704|42644|98
12/13| Prov |06|FEM|21246|20749|98
12/13| Prov |06|MAL|22458|21895|97
12/13| Prov |06|AB|5039|4893|97
12/13| Prov |06|ELL|3581|3426|96
12/13| Prov |06|FRI|4895|4843|99
12/13| Prov |06|SN|2647|2594|98
12/13| Prov |06|XAB|38665|37751|98
12/13| Prov |07|ALL|44352|43364|98
12/13| Prov |07|FEM|21554|21100|98
12/13| Prov |07|MAL|22798|22264|98
12/13| Prov |07|AB|5170|5047|98
12/13| Prov |07|ELL|3244|3077|95
12/13| Prov |07|FRI|4518|4471|99
12/13| Prov |07|SN|2955|2902|98
12/13| Prov |07|XAB|39182|38317|98
12/13| Prov |08|ALL|45628|44443|97
12/13| Prov |08|FEM|22245|21693|98
12/13| Prov |08|MAL|23383|22750|97
12/13| Prov |08|AB|5304|5039|95
12/13| Prov |08|ELL|2248|2138|95
12/13| Prov |08|FRI|3667|3643|99
12/13| Prov |08|SN|3308|3175|96
12/13| Prov |08|XAB|40324|39404|98
12/13| Prov |09|ALL|47360|45516|96
12/13| Prov |09|FEM|23218|22319|96
12/13| Prov |09|MAL|24142|23197|96
12/13| Prov |09|AB|5446|4988|92
12/13| Prov |09|ELL|2133|1979|93
12/13| Prov |09|FRI|3150|3119|99
12/13| Prov |09|SN|3679|3432|93
12/13| Prov |09|XAB|41914|40528|97
12/13| Prov |10|ALL|51561|47500|92
12/13| Prov |10|FEM|25173|23105|92
12/13| Prov |10|MAL|26388|24395|92
12/13| Prov |10|AB|5476|4741|87
12/13| Prov |10|ELL|2162|1974|91
12/13| Prov |10|FRI|2799|2752|98
12/13| Prov |10|SN|3931|3445|88
12/13| Prov |10|XAB|46085|42759|93
12/13| Prov |11|ALL|54604|47991|88
12/13| Prov |11|FEM|26761|23539|88
12/13| Prov |11|MAL|27843|24452|88
12/13| Prov |11|AB|5547|4293|77
12/13| Prov |11|ELL|1977|1574|80
12/13| Prov |11|FRI|2477|2447|99
12/13| Prov |11|SN|3869|3125|81
12/13| Prov |11|XAB|49057|43698|89
13/14| Prov |01|ALL|44783|43562|97
